time,Raw cam yaw,Raw odom yaw,Kalman filtered fused yaw,Control signal
0.20701813697814941,-0.031929466873407364,0.0,-0.0053872013184916769,0.010784758881654595
0.2997009754180908,-0.031929466873407364,0.0,-0.0092351178661965964,0.018497370295786578
0.39668798446655273,-0.023995907977223396,-0.004747935513921055,-0.011106907721303159,0.022261595345595107
0.49875593185424805,-0.023995907977223396,-0.004747935513921055,-0.012527044406585534,0.025125312305564886
0.6098370552062988,-0.023995907977223396,-0.00949587102784211,-0.013637493119361169,0.027371934800298287
0.7017290592193604,-0.020603230223059654,-0.014243806541763165,-0.014235946092375037,0.028596352876475276
0.8050351142883301,-0.020603230223059654,-0.014243806541763165,-0.014716597505357939,0.029586250352587384
0.9089090824127197,-0.019986584782600403,-0.009495871027842112,-0.015060201945250999,0.030302936391580129
1.0041570663452148,-0.013424397446215153,-0.009495871027842112,-0.014932106304484709,0.030076815604590853
1.1070971488952637,-0.009906597435474396,-0.004747935513921055,-0.014602411832667174,0.029447189707988066
1.2055199146270752,-0.009906597435474396,-0.009495871027842112,-0.014313412526262673,0.028898285476173288
1.3074660301208496,-0.012773076072335243,-0.009495871027842112,-0.014207708564627861,0.02871544482421854
1.40883207321167,-0.008800923824310303,-0.009495871027842112,-0.013884696624515051,0.028097689246946403
1.4984040260314941,-0.006410243455320597,-0.004747935513921055,-0.01342921570299664,0.027214262102129325
1.6201739311218262,-0.004189386498183012,-0.009495871027842112,-0.01285845201451387,0.026099244620520681
1.7049601078033447,-0.004189386498183012,-0.004747935513921055,-0.01228334664451549,0.024974334756405737
1.807405948638916,-0.0002887522568926215,-0.004747935513921055,-0.011468222085464736,0.023367961492345365
1.9104480743408203,0.0010947514092549682,1.734723475976807e-18,-0.010557121864199437,0.021567784978823407
2.00822114944458,0.0058020600117743015,1.734723475976807e-18,-0.00933930906503962,0.019151841053846798
2.106782913208008,0.009008646011352539,1.734723475976807e-18,-0.0079131935481446605,0.016316330352974556
2.2107739448547363,0.009008646011352539,1.734723475976807e-18,-0.0065062332027331282,0.013516047142080295
2.3010599613189697,0.00894003827124834,1.734723475976807e-18,-0.0051350411772701421,0.010784338207772049
2.405704975128174,0.007170139811933041,1.734723475976807e-18,-0.0039325741610649976,0.0083874907377540289
2.5040159225463867,0.005318535957485437,1.734723475976807e-18,-0.0029121315621379075,0.0063525410441239187
2.6010749340057373,0.0037589806597679853,1.734723475976807e-18,-0.0020550839940098858,0.0046426081739883666
2.7031209468841553,0.0037589806597679853,1.734723475976807e-18,-0.001246804756671444,0.0030285674049417067
2.7974021434783936,0.0034067113883793354,0.009495871027842108,-0.00049703618630744545,0.0015300324022634597
2.90549898147583,0.003016057889908552,0.009495871027842108,0.00017500230223724557,0.00018560661237476119
2.9995739459991455,0.013496956788003445,0.009495871027842108,0.0015431271752000535,-0.0025537238343735507
3.101745128631592,0.018189985305070877,0.009495871027842108,0.0031409303497011544,-0.005755554040608713
3.203619956970215,0.018189985305070877,0.018991742055684213,0.0046348203345319191,-0.00875244370108922
3.2997970581054688,0.01908702217042446,0.018991742055684213,0.0060700055543906183,-0.011634652638517193
3.4013381004333496,0.019205262884497643,0.014243806541763156,0.007386975985889375,-0.014282921105325497
3.501945972442627,0.021227596327662468,0.018991742055684206,0.0087237818290567641,-0.016973321471117152
3.599605083465576,0.025181494653224945,0.018991742055684206,0.010174652864049926,-0.019894417817491055
3.705497980117798,0.025181494653224945,0.023739677569605263,0.011496260916938405,-0.022559423518202674
3.810410976409912,0.019827645272016525,0.018991742055684213,0.012402438419797334,-0.024395570254055962
3.907149076461792,0.019827645272016525,0.018991742055684213,0.013229346077961907,-0.026074773844850279
4.031527042388916,0.01578230783343315,0.018991742055684213,0.013798593086322166,-0.027240036270903999
4.097744941711426,0.01578230783343315,0.018991742055684213,0.014332170241051982,-0.028335008678588593
4.1998679637908936,0.017153283581137657,0.018991742055684213,0.014889305010723683,-0.029478100749022389
4.2977800369262695,0.013518939726054668,0.018991742055684213,0.015285032542443027,-0.030299391485593782
4.398574113845825,0.0026450289878994226,0.014243806541763163,0.015332154241410795,-0.030424184047159641
4.503145933151245,0.001963411457836628,0.009495871027842107,0.015431770120531626,-0.030654064748978929
4.599164962768555,-0.0005653960397467017,0.009495871027842107,0.015550959407204416,-0.03092328978745373
4.698300123214722,-0.0005653960397467017,0.009495871027842107,0.015766682757479823,-0.031385820473862076
4.8029069900512695,-0.002945076208561659,0.00474793551392105,0.016037573684460495,-0.031959101797749016
4.900238990783691,-0.006606292445212603,-6.938893903907228e-18,0.016371497920463565,-0.032658961907985395
5.000802040100098,-0.011883017607033253,-0.004747935513921064,0.016788381511128537,-0.033525355977311461
5.098600149154663,-0.00735353771597147,-0.00949587102784212,0.017395922594268434,-0.034773772231706031
5.320198059082031,-0.00735353771597147,-0.014243806541763177,0.018140132834415013,-0.036296547369368992
5.344963073730469,-0.00735353771597147,-0.014243806541763177,0.019020624470377109,-0.038093082535547995
5.406338930130005,-0.005860069300979376,-0.014243806541763177,0.02003157088067958,-0.040151881800048465
5.4983110427856445,-0.0039252908900380135,-0.023739677569605284,0.021158801667063638,-0.042444742689964163
5.607110977172852,-0.003296299371868372,-0.023739677569605284,0.022395480047047892,-0.044958079882185108
