time,Raw cam yaw,Raw odom yaw,Kalman filtered fused yaw
0.2405071258544922,1.3981471056467853e-06,-0.05697522616705262,-0.004736303024198662
0.3457911014556885,1.3981471056467853e-06,-0.05697522616705262,-0.0077239073388932281
0.43811821937561035,1.3981471056467853e-06,-0.06172316168097367,-0.009912396880137845
0.5493810176849365,1.3981471056467853e-06,-0.08546283925057895,-0.01246975306390101
0.6497321128845215,-0.0026890721637755632,-0.10920251682018423,-0.015194255660005998
0.8227431774139404,-0.006147823762148619,-0.1329421943897895,-0.017630588263859673
0.8766109943389893,-0.006147823762148619,-0.15668187195939476,-0.019055704566437074
0.9506871700286865,-0.0091665955260396,-0.17092567850115792,-0.01901818739074352
1.0501952171325684,-0.01029239408671856,-0.18042154952900002,-0.016951057222740016
1.1428520679473877,-0.010011190548539162,-0.18042154952900002,-0.012304538846522991
1.2420132160186768,-0.020749464631080627,-0.18516948504292108,-0.0039098060703142111
1.3481390476226807,-0.01726016402244568,-0.18991742055684213,0.0105711108999407
1.4429631233215332,-0.024539479985833168,-0.19466535607076318,0.038639719560901467
1.5540411472320557,-0.024539479985833168,-0.19941329158468424,0.10859571652686217
1.6511940956115723,-0.019463421776890755,-0.20890916261252634,0.73899786660325362
1.7436120510101318,-0.01545129157602787,-0.2136570981264474,-0.23270082214461116
1.8522670269012451,-0.0200972780585289,-0.2326488401821316,-0.14678109354397184
1.9602789878845215,-0.02407354675233364,-0.24689264672389477,-0.15149891037752158
2.1096911430358887,-0.02407354675233364,-0.26113645326565793,-0.13655856586023327
2.171873092651367,-0.02407354675233364,-0.26113645326565793,-0.11381417027541288
2.2621700763702393,-0.02129032276570797,-0.26113645326565793,-0.098453825772760628
2.3545470237731934,-0.015300578437745571,-0.24689264672389477,-0.085976335344682797
2.4445559978485107,-0.010506756603717804,-0.24689264672389477,-0.077677145010300708
2.548794984817505,-0.010506756603717804,-0.2326488401821316,-0.073617932209937592
2.6431570053100586,0.004683851730078459,-0.2231529691542895,-0.063698225048030827
2.7427451610565186,0.01745014637708664,-0.20890916261252634,-0.058009831582282234
2.8526461124420166,0.03088509850203991,-0.19941329158468424,-0.057398275725621256
2.945357084274292,0.040230948477983475,-0.18516948504292108,-0.059460415243236614
3.0469419956207275,0.040230948477983475,-0.17092567850115792,-0.067907295875130225
3.1454432010650635,0.04832464084029198,-0.1614298074733158,-0.082242633804429921
3.2559640407562256,0.05056764930486679,-0.1614298074733158,-0.092341827728655873
3.4180572032928467,0.055023856461048126,-0.12819425887586844,-0.081320957322664533
3.4633309841156006,0.055023856461048126,-0.12819425887586844,-0.093572897411181993
3.5586140155792236,0.05812838301062584,-0.11395045233410526,-0.090157715738336475
3.6453561782836914,0.06421365588903427,-0.0997066457923421,-0.083469774078744008
3.74504017829895,0.0660635456442833,-0.08071490373665788,-0.070383903105389306
3.854871988296509,0.07992883771657944,-0.05697522616705261,-0.050186122030052849
3.946320056915283,0.09096066653728485,-0.05697522616705261,-0.051849053109713911
4.059110164642334,0.09096066653728485,-0.02373967756960523,-0.020941020615912534
4.142635107040405,0.10613575577735901,-0.02373967756960523,-0.021529902968056125
4.2547900676727295,0.1069347932934761,0.004747935513921102,0.005967428174539019
4.345407009124756,0.10548879206180573,0.004747935513921102,0.0055879057270865756
4.462634086608887,0.09901214390993118,0.023739677569605322,0.014738495953274408
4.660905122756958,0.09901214390993118,0.03323554859744743,0.0335042088426145
4.719640016555786,0.09901214390993118,0.03323554859744743,0.033423323003802755
4.769688129425049,0.08916869759559631,0.03323554859744743,0.033347237362355758
4.865278005599976,0.0691780224442482,0.03798348411136848,0.038027088787562474
4.961633205413818,0.060847457498311996,0.03798348411136848,0.038005838895729963
5.0522541999816895,0.060847457498311996,0.03323554859744743,0.033254418073688827
5.146231174468994,0.04762130230665207,0.03323554859744743,0.033242428282969839
5.329853057861328,0.03718622028827667,0.023739677569605322,0.02374417388553253
5.390078067779541,0.03718622028827667,0.018991742055684265,0.023742822019286625
5.4638941287994385,0.01893436908721924,0.018991742055684265,0.018991733561629809
5.560236215591431,0.01893436908721924,0.014243806541763208,0.014244343322333132
5.661373138427734,0.012267441488802433,0.009495871027842152,0.0094960929083108478
5.759338140487671,0.006493292283266783,4.5102810375396984e-17,3.6339557556250984e-07
5.964371204376221,0.004574941471219063,-0.004747935513921012,-0.0047475705934243509
5.994227170944214,0.004574941471219063,-0.004747935513921012,-0.0047476802638024649
6.0671350955963135,0.0030628321692347527,-0.009495871027842068,-0.0094956305224915358
6.159590005874634,0.0030628321692347527,-0.009495871027842068,-0.0094957027989584115
6.258129119873047,5.5951477406779304e-05,-0.014243806541763125,-0.014243672555716642
6.3498921394348145,-0.0012782945996150374,-0.014243806541763125,-0.014243721565286424
6.449815034866333,-0.001104468828998506,-0.014243806541763125,-0.014243746305199229
6.560641050338745,-0.001104468828998506,-0.009495871027842075,-0.0094958441186577727
6.645826101303101,-0.0006655525066889822,-0.009495871027842075,-0.0094958512207851658
6.743655204772949,0.003812322858721018,-0.009495871027842075,-0.009495850147361394
6.84180212020874,0.008440480567514896,-0.009495871027842075,-0.0094958513429143979
6.943350076675415,0.01107976958155632,3.122502256758253e-17,8.5056840390396182e-09
7.044921159744263,0.01107976958155632,3.122502256758253e-17,5.9495990408636734e-09
7.226322174072266,0.013569158501923084,0.004747935513921088,0.0047479388272488147
7.263812065124512,0.013569158501923084,3.122502256758253e-17,0.0047479378315448302
7.362317085266113,0.013569158501923084,3.122502256758253e-17,2.493707939796308e-09
7.464184045791626,0.01966867968440056,0.004747935513921088,0.0047479374319791875
7.5410871505737305,0.01794133521616459,3.122502256758253e-17,1.6132609970131995e-09
7.651065111160278,0.017205309122800827,0.004747935513921088,0.0047479362974499027
7.746081113815308,0.018617330119013786,0.004747935513921088,0.0047479361241103846
7.844974994659424,0.015595360659062862,0.004747935513921088,0.0047479358477410857
7.946564197540283,0.01280444860458374,3.8163916471489756e-17,2.7562920522361534e-10
8.04931116104126,0.01280444860458374,0.004747935513921095,0.0047479356352292546
8.14540719985962,0.0150115005671978,0.004747935513921095,0.0047479356220196129
8.242653131484985,0.018177775666117668,0.004747935513921095,0.0047479356128608766
8.345431089401245,0.013984725810587406,4.5102810375396984e-17,7.2066418804750398e-11
8.497870206832886,0.017413223162293434,4.5102810375396984e-17,6.2767784025918871e-11
8.554187059402466,0.017413223162293434,4.5102810375396984e-17,4.3905157287582597e-11
8.657034158706665,0.017413223162293434,4.5102810375396984e-17,3.0711027471097552e-11
8.762470006942749,0.011669081635773182,0.004747935513921102,0.0047479355224593969
8.858051061630249,0.014973508194088936,0.004747935513921102,0.0047479355227449775
8.94331407546997,0.012365608476102352,0.004747935513921102,0.0047479355185191417
9.044426202774048,0.012365608476102352,0.004747935513921102,0.0047479355171373624
9.145641088485718,0.009757628664374352,0.009495871027842159,0.0094958710279194631
9.247817993164062,0.009579614736139774,4.5102810375396984e-17,1.9789916233525773e-12
10.040221214294434,0.007551032584160566,4.5102810375396984e-17,1.0911618830711234e-12
10.046115159988403,0.007551032584160566,4.5102810375396984e-17,7.632653190037253e-13
10.05193305015564,0.0063868239521980286,4.5102810375396984e-17,4.5159622569235225e-13
10.117859125137329,0.0063868239521980286,4.5102810375396984e-17,3.1589921650754249e-13
10.123171091079712,0.0063868239521980286,4.5102810375396984e-17,2.2097948471078155e-13
10.128462076187134,0.0063868239521980286,4.5102810375396984e-17,1.5458554575298322e-13
10.134271144866943,0.0063868239521980286,4.5102810375396984e-17,1.0814439621587013e-13
10.140749216079712,0.0053752087987959385,4.5102810375396984e-17,6.3681698803108588e-14
10.247797012329102,0.0053752087987959385,4.5102810375396984e-17,4.4558107203940267e-14
10.366144180297852,0.0070207566022872925,4.5102810375396984e-17,4.0713092619437674e-14
10.373735189437866,0.0070207566022872925,4.5102810375396984e-17,2.849109836944308e-14
10.459184169769287,0.005498342216014862,4.5102810375396984e-17,1.5628123795075055e-14
10.565637111663818,0.00425712438300252,4.5102810375396984e-17,8.4845325210025635e-15
10.66921615600586,0.003792021656408906,4.5102810375396984e-17,5.3039170277990877e-15
10.75766921043396,0.0006740394164808095,0.004747935513921102,0.0047479355139171502
10.851869106292725,0.0013365991180762649,4.5102810375396984e-17,9.5192950744227289e-16
10.965662002563477,0.0015192999271675944,0.004747935513921102,0.0047479355139195701
11.062491178512573,-0.0006710701272822917,5.204170427930421e-17,-1.7076184216646695e-16
11.142385005950928,-0.0015109468949958682,5.204170427930421e-17,-2.9880611873700502e-16
11.242032051086426,-0.0018926124321296811,5.204170427930421e-17,-2.5543803183758484e-16
11.342519044876099,-0.0018926124321296811,5.204170427930421e-17,-1.6284716630732277e-16
11.447490215301514,-0.001100412686355412,5.204170427930421e-17,-3.5344990823027445e-17
11.542701005935669,-0.0009121315670199692,5.204170427930421e-17,1.3010426069826053e-18
11.642352104187012,-0.0034033688716590405,5.204170427930421e-17,-7.9797279894933126e-17
11.758604049682617,-0.004909492563456297,5.204170427930421e-17,-8.2399365108898337e-17
11.859324216842651,-0.004909492563456297,5.204170427930421e-17,-4.163336342344337e-17
11.941081047058105,-0.002257224638015032,0.004747935513921102,0.0047479355139210082
