time,Raw cam yaw,Raw odom yaw,HP-filtered cam yaw,HP-filtered odom yaw,Kalman filtered fused yaw
0.2662670612335205,0.00042979163117706776,-0.004747935513921055,0.00042979163117706776,-0.004747935513921055,-0.00075434065570755969
0.46500301361083984,0.00042979163117706776,0.0,-0.00042979163117706776,0.00949587102784211,-0.00062214967521034392
0.5907199382781982,0.00042979163117706776,0.0,0.00042979163117706776,-0.00949587102784211,-0.0005259254764350223
0.5935859680175781,0.00042979163117706776,0.0,-0.00042979163117706776,0.00949587102784211,-0.0004537773347760871
0.6676111221313477,0.00042979163117706776,0.004747935513921055,0.00042979163117706776,-0.004747935513921055,1.4722279870681045e-05
0.7646570205688477,0.0012644034577533603,0.009495871027842108,0.0004048201953992248,0.009495871027842108,0.0007465817404562064
0.8664638996124268,0.0012644034577533603,0.014243806541763165,-0.0004048201953992248,-0.0047479355139210516,0.0015665272061381819
0.9639320373535156,0.010435516946017742,0.01899174205568422,0.009575933683663607,0.009495871027842107,0.002527574668058509
1.0649430751800537,0.008902696892619133,0.01899174205568422,-0.011108753737062216,-0.009495871027842107,0.0031228394399011317
1.1656129360198975,0.016502054408192635,0.023739677569605277,0.018708111252635717,0.014243806541763163,0.0033522990147998575
1.265899896621704,0.019331414252519608,0.023739677569605277,-0.015878751408308744,-0.014243806541763163,0.0028929983366620406
1.3713059425354004,0.019331414252519608,0.023739677569605277,0.015878751408308744,0.014243806541763163,0.0013782180103954372
1.4652040004730225,0.018211480230093002,0.028487613083526334,-0.01699868543073535,-0.009495871027842108,-0.0026903769147194629
1.7367610931396484,0.021694062277674675,0.028487613083526334,0.020481267478317022,0.009495871027842108,-0.013783575093825518
1.7596290111541748,0.021694062277674675,0.028487613083526334,-0.020481267478317022,-0.009495871027842108,-0.078990281792664013
1.7903120517730713,0.021694062277674675,0.028487613083526334,0.020481267478317022,0.009495871027842108,0.061823200200368689
1.871762990951538,0.038526032119989395,0.03323554859744739,-0.003649297636002303,-0.004747935513921054,0.033131153279461888
1.9858579635620117,0.04572363942861557,0.03323554859744739,0.010846904944628479,0.004747935513921054,0.033025449396895404
2.066118001937866,0.05258972570300102,0.03323554859744739,-0.0039808186702430266,-0.004747935513921054,0.032937375204777339
2.1654701232910156,0.055990952998399734,0.02848761308352633,0.007382045965641738,-2.710505431213761e-18,0.028139406489157442
2.262054920196533,0.0561024509370327,0.02848761308352633,-0.007270548027008773,2.710505431213761e-18,0.028226359323628235
2.3702280521392822,0.0561024509370327,0.023739677569605273,0.007270548027008773,-0.004747935513921059,0.023520748331000457
2.465441942214966,0.049155157059431076,0.023739677569605273,-0.014217841904610395,0.004747935513921059,0.02361916988949735
2.5659329891204834,0.049155157059431076,0.014243806541763167,0.014217841904610395,-0.014243806541763167,0.014128156093582853
2.6652119159698486,0.03821773827075958,0.00949587102784211,-0.02515526069328189,0.00949587102784211,0.0094295468665943245
2.765329122543335,0.04061434045433998,0.00949587102784211,0.02755186287686229,-0.00949587102784211,0.0094457482043628811
2.865787982940674,0.04061434045433998,3.469446951953614e-18,-0.02755186287686229,3.2526065174565133e-18,-4.5690695287856076e-05
3.0689659118652344,0.03788791969418526,-0.009495871027842103,0.024825442116707563,-0.00949587102784211,-0.0095331071356177174
3.095482110977173,0.03788791969418526,-0.009495871027842103,-0.024825442116707563,0.00949587102784211,-0.0095218906624051011
3.1715340614318848,0.043937016278505325,-0.004747935513921046,0.030874538701027635,-0.004747935513921053,-0.0047666243329103977
3.2653980255126953,0.03718118742108345,-0.009495871027842096,-0.037630367558449514,3.7947076036992655e-18,-0.0095084004999711758
3.373361110687256,0.03718118742108345,-0.009495871027842096,0.037630367558449514,-3.7947076036992655e-18,-0.0095046326657918859
3.4735119342803955,0.03718118742108345,-0.009495871027842096,-0.037630367558449514,3.7947076036992655e-18,-0.0095019985892095885
3.565126895904541,0.04592632129788399,-0.009495871027842096,0.04637550143525005,-3.7947076036992655e-18,-0.0095009595869741045
3.6695339679718018,0.045518532395362854,-0.009495871027842096,-0.046783290337771184,3.7947076036992655e-18,-0.0094994039223863583
3.766145944595337,0.0461854562163353,-0.009495871027842096,0.04745021415874363,-3.7947076036992655e-18,-0.0094983720536605185
3.8660950660705566,0.0461854562163353,-0.009495871027842096,-0.04745021415874363,3.7947076036992655e-18,-0.0094976203914938287
